         28691456 function calls (27889897 primitive calls) in 90.623 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
      382    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\getlimits.py:365(__new__)
      320    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1877(ge)
      128    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1635(set_major_locator)
     1032    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\traitlets\traitlets.py:545(__get__)
      407    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\markers.py:258(__bool__)
       16    0.000    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:812(_update_transScale)
      320    0.001    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1976(method)
     2435    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1671(<lambda>)
     2512    0.002    0.000    0.002    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\stride_tricks.py:266(<genexpr>)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:2225(_get_label)
      640    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1860(closeto)
      726    0.001    0.000    0.001    0.000 {method 'clear' of 'matplotlib.ft2font.FT2Font' objects}
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:604(set_figure)
      834    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1945(_str_lower_equal)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:986(_find_and_load)
       24    0.001    0.000    0.001    0.000 {method 'searchsorted' of 'numpy.ndarray' objects}
        7    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3480(set_ybound)
     1189    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1935(_str_equal)
     48/8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\jsonutil.py:109(json_clean)
        8    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:2381(<listcomp>)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\session.py:592(sign)
       32    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\spines.py:443(set_position)
       68    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3143(_validate_converted_limits)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\lib\pretty.py:681(_repr_pprint)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:956(_find_and_load_unlocked)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1953(_get_offset_text)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap>:890(_find_spec)
       96    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1556(set_units)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:2245(_get_offset_text)
      802    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:976(get_hatch_path)
     3455    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\path.py:197(vertices)
      726    0.001    0.000    0.001    0.000 {method 'set_size' of 'matplotlib.ft2font.FT2Font' objects}
      402    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2749(get_affine)
      432    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1834(<genexpr>)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1334(find_spec)
        1    0.000    0.000    0.001    0.001 <frozen importlib._bootstrap_external>:1302(_get_spec)
     3295    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:841(get_text)
       41    0.001    0.000    0.001    0.000 {built-in method matplotlib._path.update_path_extents}
     4557    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:724(get_size_in_points)
      208    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:963(get_markerfacecolor)
        1    0.000    0.000    0.001    0.001 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:708(_init)
     4735    0.001    0.000    0.001    0.000 {method 'values' of 'dict' objects}
        6    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:913(process_value)
     3312    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:858(get_agg_filter)
      240    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:223(get_patch_transform)
     4614    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2671(_amin_dispatcher)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:1431(find_spec)
     3511    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:676(get_family)
        5    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:624(get_window_extent)
       10    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(linspace)
      208    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:928(get_markeredgecolor)
        5    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:241(_xy_from_xy)
      652    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:73(_clip_dep_is_byte_swapped)
      126    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1630(frozen)
     4654    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2546(_amax_dispatcher)
     3511    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:688(get_style)
     1020    0.001    0.000    0.001    0.000 {built-in method math.log10}
       10    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\function_base.py:26(linspace)
        4    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:344(makeMappingArray)
      659    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:401(height)
      128    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1653(set_minor_locator)
       48    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1526(nonsingular)
       82    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:163(connect)
      104    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_ufunc_config.py:39(seterr)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:4281(get_default_bbox_extra_artists)
      400    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:851(set_alpha)
       80    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:648(get_offset)
       60    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:915(_set_artist_props)
      128    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1603(set_major_formatter)
     3312    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:838(get_rasterized)
        2    0.001    0.000    0.001    0.001 {method 'draw_image' of 'matplotlib.backends._backend_agg.RendererAgg' objects}
        4    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_axes.py:2136(_convert_dx)
      350    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:569(get_snap)
     2133    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:462(_get_dpi)
     3511    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:701(get_weight)
     3034    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2232(_any_dispatcher)
     1406    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:550(set_markevery)
       78    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:375(set_linestyle)
      286    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2632(get_matrix)
     2606    0.001    0.000    0.001    0.000 {built-in method builtins.abs}
        8    0.000    0.000    0.001    0.000 {built-in method builtins.repr}
       32    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\hmac.py:94(update)
       20    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1393(_check_1d)
      320    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1849(__init__)
      344    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:919(clean)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:268(__repr__)
     3511    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:710(get_stretch)
       40    0.001    0.000    0.001    0.000 {method 'update' of '_hashlib.HASH' objects}
      128    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1619(set_minor_formatter)
        4    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_axes.py:2179(<listcomp>)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:1133(_set_title_offset_trans)
      154    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_methods.py:47(_all)
     3511    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:695(get_variant)
     3511    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:727(get_file)
       16    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1582(set_label_text)
      108    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:1680(safe_first_element)
      118    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:355(set_linewidth)
      305    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\shape_base.py:220(_vhstack_dispatcher)
       23    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:2938(__array_finalize__)
       16    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:1595(__init__)
     1890    0.001    0.000    0.001    0.000 {method 'replace' of 'str' objects}
      208    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:419(extents)
      232    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:252(_get_clipping_extent_bbox)
      558    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:868(set_antialiased)
      240    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\core\formatters.py:550(_in_deferred_types)
        2    0.000    0.000    0.001    0.000 <__array_function__ internals>:2(histogram)
       12    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap_external>:80(_path_stat)
        2    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\histograms.py:680(histogram)
       16    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1651(set)
       12    0.001    0.000    0.001    0.000 {built-in method nt.stat}
      259    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\cbook\__init__.py:205(process)
      256    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1752(is_separable)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:624(_set_lim_and_transforms)
      128    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:842(reset_ticks)
       16    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:875(set_size_inches)
       63    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:4250(get_children)
       52    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_ufunc_config.py:441(__enter__)
      128    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\scale.py:721(scale_factory)
     2922    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1722(get_affine)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\pyplot.py:3074(ylabel)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:2325(get_default_bbox_extra_artists)
       96    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:452(_get_axes)
     1170    0.001    0.000    0.001    0.000 {method 'update' of 'dict' objects}
       21    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:407(size)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:3263(new_figure_manager_given_figure)
      467    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:216(get_tick_padding)
      230    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:389(parent)
      416    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\lines.py:521(get_fillstyle)
      640    0.001    0.000    0.001    0.000 {built-in method math.floor}
     2368    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:3126(_around_dispatcher)
       76    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.generic' objects}
     2500    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2838(_prod_dispatcher)
       56    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:2150(mpl_connect)
       24    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:4301(<listcomp>)
      320    0.001    0.000    0.001    0.000 {method 'nonzero' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1462(get_matrix)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\iostream.py:262(send_multipart)
    47/43    0.000    0.000    0.001    0.000 {method 'view' of 'numpy.ndarray' objects}
     1032    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\traitlets\traitlets.py:526(get)
      320    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:1517(raise_if_exceeds)
       72    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:985(set_label)
  219/213    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\abc.py:100(__subclasscheck__)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\ipykernel\iostream.py:209(send_multipart)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:666(padded)
      104    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:74(as_list)
       78    0.000    0.000    0.001    0.000 {method 'all' of 'numpy.ndarray' objects}
       16    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:4401(<listcomp>)
       78    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:900(_translate_tick_kw)
      320    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:762(get_fontsize)
        8    0.001    0.000    0.001    0.000 {built-in method binascii.b2a_base64}
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:1418(_add_axes_internal)
     2117    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\artist.py:1020(sticky_edges)
     1653    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\path.py:211(codes)
        8    0.000    0.000    0.001    0.000 <decorator-gen-11>:1(__call__)
      484    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:25(_wrap_text)
     1531    0.001    0.000    0.001    0.000 {built-in method builtins.callable}
      206    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:722(get_path)
      558    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:945(set_linewidth)
       52    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_ufunc_config.py:446(__exit__)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_axes.py:256(set_ylabel)
       78    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:287(x0)
      212    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:593(filled)
       17    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:1222(set_aspect)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\core\formatters.py:903(__call__)
     1310    0.001    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:285(get_loc)
        8    0.000    0.000    0.001    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\pyplot.py:3067(xlabel)
       16    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(cumsum)
      120    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:715(<genexpr>)
      990    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:552(set_wrap)
        1    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\image.py:890(set_extent)
      110    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\patches.py:431(set_capstyle)
     1188    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\font_manager.py:837(set_file)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\gridspec.py:295(get_subplot_params)
      901    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\cycler.py:227(<genexpr>)
      160    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axis.py:1418(get_minor_ticks)
      640    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
       20    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\warnings.py:130(filterwarnings)
     1189    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\multiarray.py:145(concatenate)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\pyplot.py:1438(ylim)
       14    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:2434(<listcomp>)
        2    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\lib\histograms.py:363(_get_bin_edges)
       38    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_base.py:3120(get_xlim)
      102    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:2385(transform_path_non_affine)
      210    0.000    0.000    0.000    0.000 {method 'flatten' of 'numpy.ndarray' objects}
       82    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\weakref.py:44(__new__)
  219/213    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        3    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(copyto)
      558    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:938(set_joinstyle)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:886(set_clip_path)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\figure.py:199(update)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:972(get_hatch)
       80    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\IPython\utils\dir2.py:54(get_real_method)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:995(get_sketch_params)
      104    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\_ufunc_config.py:139(geterr)
        8    0.000    0.000    0.000    0.000 <decorator-gen-12>:1(__call__)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\jupyter_client\session.py:573(msg)
      300    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\colors.py:249(<genexpr>)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:916(intervalx)
       16    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\core\fromnumeric.py:2405(cumsum)
        8    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\axes\_axes.py:223(set_xlabel)
      416    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backends\backend_agg.py:254(points_to_pixels)
       68    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(result_type)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:788(get_clip_path)
      558    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:873(set_capstyle)
       23    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\numpy\ma\core.py:2912(_update_from)
      802    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\backend_bases.py:798(get_dashes)
       61    0.000    0.000    0.000    0.000 <__array_function__ internals>:2(can_cast)
       14    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\ticker.py:2100(view_limits)
      968    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\text.py:1226(get_usetex)
      190    0.000    0.000    0.000    0.000 C:\Users\Admin\Anaconda3\envs\bio\lib\site-packages\matplotlib\transforms.py:1260(_iter_break_from_left_to_right)
